O*NET-SOC Code,Element ID,Element Name,Scale ID,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
11-1021.00,4.A.2.b.4,Developing Objectives and Strategies,LV,3.54,32,0.2752,2.9802,4.1029,N,N,08/2023,Incumbent
11-1021.00,4.A.2.b.5,Scheduling Work and Activities,IM,3.81,32,0.2607,3.2762,4.3396,N,n/a,08/2023,Incumbent
11-1021.00,4.A.2.b.5,Scheduling Work and Activities,LV,3.92,32,0.4297,3.0423,4.7952,N,N,08/2023,Incumbent
11-1021.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",IM,4.20,32,0.1295,3.9319,4.4602,N,n/a,08/2023,Incumbent
11-1021.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",LV,4.60,32,0.5196,3.5413,5.6606,N,N,08/2023,Incumbent
11-1021.00,4.A.3.a.1,Performing General Physical Activities,IM,2.11,32,0.2268,1.6508,2.5758,N,n/a,08/2023,Incumbent
11-1021.00,4.A.3.a.1,Performing General Physical Activities,LV,2.13,32,0.4095,1.2998,2.9700,N,N,08/2023,Incumbent
11-1021.00,4.A.3.a.2,Handling and Moving Objects,IM,2.00,32,0.2060,1.5802,2.4205,N,n/a,08/2023,Incumbent
11-1021.00,4.A.3.a.2,Handling and Moving Objects,LV,2.62,32,0.4816,1.6419,3.6062,N,N,08/2023,Incumbent
11-1021.00,4.A.3.a.3,Controlling Machines and Processes,IM,2.07,32,0.1898,1.6795,2.4539,N,n/a,08/2023,Incumbent
11-1021.00,4.A.3.a.3,Controlling Machines and Processes,LV,1.88,32,0.3327,1.1991,2.5563,N,N,08/2023,Incumbent
11-1021.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",IM,1.90,32,0.1876,1.5215,2.2866,N,n/a,08/2023,Incumbent
11-1021.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",LV,1.71,32,0.3634,0.9719,2.4541,N,N,08/2023,Incumbent
11-1021.00,4.A.3.b.1,Working with Computers,IM,4.46,32,0.2178,4.0149,4.9035,N,n/a,08/2023,Incumbent
11-1021.00,4.A.3.b.1,Working with Computers,LV,4.15,32,0.3676,3.4001,4.8993,N,N,08/2023,Incumbent
11-1021.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",IM,2.12,32,0.2969,1.5194,2.7305,N,n/a,08/2023,Incumbent
11-1021.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",LV,1.62,32,0.3029,1.0024,2.2378,N,N,08/2023,Incumbent
11-1021.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,IM,1.83,31,0.1788,1.4684,2.1988,N,n/a,08/2023,Incumbent
11-1021.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,LV,1.91,31,0.4546,0.9812,2.8378,N,N,08/2023,Incumbent
11-1021.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,IM,1.89,32,0.1739,1.5319,2.2412,N,n/a,08/2023,Incumbent
11-1021.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,LV,1.87,32,0.4378,0.9755,2.7612,N,N,08/2023,Incumbent
11-1021.00,4.A.3.b.6,Documenting/Recording Information,IM,3.94,32,0.2045,3.5231,4.3573,N,n/a,08/2023,Incumbent
11-1021.00,4.A.3.b.6,Documenting/Recording Information,LV,3.37,32,0.2135,2.9347,3.8057,N,N,08/2023,Incumbent
11-1021.00,4.A.4.a.1,Interpreting the Meaning of Information for Others,IM,3.72,32,0.1719,3.3669,4.0683,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.a.1,Interpreting the Meaning of Information for Others,LV,2.92,32,0.3419,2.2232,3.6178,N,N,08/2023,Incumbent
11-1021.00,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",IM,4.34,32,0.1565,4.0197,4.6582,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",LV,4.85,32,0.3173,4.2064,5.5006,N,N,08/2023,Incumbent
11-1021.00,4.A.4.a.3,Communicating with People Outside the Organization,IM,3.57,32,0.4892,2.5761,4.5714,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.a.3,Communicating with People Outside the Organization,LV,4.42,32,0.5008,3.4015,5.4443,N,N,08/2023,Incumbent
11-1021.00,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,IM,4.28,32,0.1479,3.9821,4.5853,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,LV,5.26,32,0.1843,4.8856,5.6372,N,N,08/2023,Incumbent
11-1021.00,4.A.4.a.5,Assisting and Caring for Others,IM,3.02,31,0.3802,2.2462,3.7991,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.a.5,Assisting and Caring for Others,LV,3.03,31,0.4800,2.0470,4.0076,N,N,08/2023,Incumbent
11-1021.00,4.A.4.a.6,Selling or Influencing Others,IM,3.58,32,0.2313,3.1050,4.0485,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.a.6,Selling or Influencing Others,LV,3.76,32,0.4105,2.9185,4.5930,N,N,08/2023,Incumbent
11-1021.00,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,IM,3.88,32,0.2234,3.4291,4.3405,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,LV,4.89,32,0.4051,4.0676,5.7201,N,N,08/2023,Incumbent
11-1021.00,4.A.4.a.8,Performing for or Working Directly with the Public,IM,2.54,31,0.5574,1.4050,3.6815,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.a.8,Performing for or Working Directly with the Public,LV,2.33,32,0.8079,0.6783,3.9737,N,N,08/2023,Incumbent
11-1021.00,4.A.4.b.1,Coordinating the Work and Activities of Others,IM,3.99,32,0.1293,3.7270,4.2546,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.b.1,Coordinating the Work and Activities of Others,LV,4.62,32,0.2924,4.0204,5.2130,N,N,08/2023,Incumbent
11-1021.00,4.A.4.b.2,Developing and Building Teams,IM,3.81,32,0.2187,3.3614,4.2536,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.b.2,Developing and Building Teams,LV,3.88,32,0.4412,2.9757,4.7754,N,N,08/2023,Incumbent
11-1021.00,4.A.4.b.3,Training and Teaching Others,IM,3.41,32,0.2963,2.8065,4.0152,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.b.3,Training and Teaching Others,LV,3.79,32,0.3326,3.1086,4.4651,N,N,08/2023,Incumbent
11-1021.00,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",IM,4.20,30,0.1332,3.9303,4.4752,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",LV,4.80,31,0.3112,4.1676,5.4387,N,N,08/2023,Incumbent
11-1021.00,4.A.4.b.5,Coaching and Developing Others,IM,3.91,32,0.1749,3.5487,4.2621,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.b.5,Coaching and Developing Others,LV,4.53,31,0.2480,4.0249,5.0380,N,N,08/2023,Incumbent
11-1021.00,4.A.4.b.6,Providing Consultation and Advice to Others,IM,3.66,32,0.2277,3.1971,4.1261,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.b.6,Providing Consultation and Advice to Others,LV,4.39,32,0.4229,3.5235,5.2484,N,N,08/2023,Incumbent
11-1021.00,4.A.4.c.1,Performing Administrative Activities,IM,3.40,31,0.3350,2.7159,4.0844,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.c.1,Performing Administrative Activities,LV,3.71,32,0.3987,2.9011,4.5276,N,N,08/2023,Incumbent
11-1021.00,4.A.4.c.2,Staffing Organizational Units,IM,3.70,32,0.1849,3.3232,4.0775,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.c.2,Staffing Organizational Units,LV,4.33,31,0.2690,3.7824,4.8812,N,N,08/2023,Incumbent
11-1021.00,4.A.4.c.3,Monitoring and Controlling Resources,IM,3.86,32,0.1748,3.5039,4.2170,N,n/a,08/2023,Incumbent
11-1021.00,4.A.4.c.3,Monitoring and Controlling Resources,LV,4.52,32,0.3092,3.8886,5.1497,N,N,08/2023,Incumbent
11-2011.00,4.A.1.a.1,Getting Information,IM,4.32,21,0.1509,4.0071,4.6368,N,n/a,08/2018,Incumbent
11-2011.00,4.A.1.a.1,Getting Information,LV,4.67,20,0.2083,4.2319,5.1041,N,N,08/2018,Incumbent
11-2011.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",IM,2.78,21,0.3005,2.1547,3.4084,N,n/a,08/2018,Incumbent
11-2011.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",LV,3.08,19,0.5152,1.9979,4.1627,N,N,08/2018,Incumbent
11-2011.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",IM,3.60,21,0.2375,3.1005,4.0915,N,n/a,08/2018,Incumbent
11-2011.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",LV,3.88,20,0.3676,3.1079,4.6468,N,N,08/2018,Incumbent
11-2011.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",IM,1.77,21,0.2462,1.2544,2.2815,N,n/a,08/2018,Incumbent
11-2011.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",LV,1.08,20,0.3619,0.3184,1.8332,N,N,08/2018,Incumbent
11-2011.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",IM,2.79,20,0.3131,2.1360,3.4466,N,n/a,08/2018,Incumbent
11-2011.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",LV,2.58,20,0.4188,1.7032,3.4564,N,N,08/2018,Incumbent
11-2011.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",IM,3.37,21,0.2715,2.7989,3.9314,N,n/a,08/2018,Incumbent
11-2011.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",LV,3.66,20,0.4371,2.7472,4.5771,N,N,08/2018,Incumbent
11-2011.00,4.A.2.a.2,Processing Information,IM,3.51,21,0.2227,3.0495,3.9787,N,n/a,08/2018,Incumbent
11-2011.00,4.A.2.a.2,Processing Information,LV,4.12,21,0.3452,3.3988,4.8388,N,N,08/2018,Incumbent
11-2011.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,IM,2.35,21,0.2934,1.7342,2.9581,N,n/a,08/2018,Incumbent
11-2011.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,LV,2.04,21,0.4241,1.1580,2.9273,N,N,08/2018,Incumbent
11-2011.00,4.A.2.a.4,Analyzing Data or Information,IM,3.26,20,0.1765,2.8955,3.6345,N,n/a,08/2018,Incumbent
11-2011.00,4.A.2.a.4,Analyzing Data or Information,LV,4.06,20,0.2753,3.4877,4.6402,N,N,08/2018,Incumbent
11-2011.00,4.A.2.b.1,Making Decisions and Solving Problems,IM,3.82,21,0.1814,3.4414,4.1983,N,n/a,08/2018,Incumbent
11-2011.00,4.A.2.b.1,Making Decisions and Solving Problems,LV,4.18,20,0.2988,3.5588,4.8094,N,N,08/2018,Incumbent
11-2011.00,4.A.2.b.2,Thinking Creatively,IM,4.05,21,0.2191,3.5893,4.5036,N,n/a,08/2018,Incumbent
11-2011.00,4.A.2.b.2,Thinking Creatively,LV,4.73,20,0.2506,4.2030,5.2519,N,N,08/2018,Incumbent
11-2011.00,4.A.2.b.3,Updating and Using Relevant Knowledge,IM,3.78,20,0.2541,3.2501,4.3140,N,n/a,08/2018,Incumbent
11-2011.00,4.A.2.b.3,Updating and Using Relevant Knowledge,LV,4.49,20,0.4006,3.6505,5.3274,N,N,08/2018,Incumbent
11-2011.00,4.A.2.b.4,Developing Objectives and Strategies,IM,3.42,21,0.2607,2.8727,3.9602,N,n/a,08/2018,Incumbent
11-2011.00,4.A.2.b.4,Developing Objectives and Strategies,LV,3.90,20,0.3780,3.1062,4.6886,N,N,08/2018,Incumbent
11-2011.00,4.A.2.b.5,Scheduling Work and Activities,IM,3.34,21,0.2865,2.7425,3.9377,N,n/a,08/2018,Incumbent
11-2011.00,4.A.2.b.5,Scheduling Work and Activities,LV,4.06,20,0.4163,3.1894,4.9322,N,N,08/2018,Incumbent
11-2011.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",IM,4.17,21,0.2091,3.7355,4.6078,N,n/a,08/2018,Incumbent
11-2011.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",LV,5.56,20,0.2741,4.9850,6.1323,N,N,08/2018,Incumbent
11-2011.00,4.A.3.a.1,Performing General Physical Activities,IM,1.90,21,0.2588,1.3574,2.4370,N,n/a,08/2018,Incumbent
11-2011.00,4.A.3.a.1,Performing General Physical Activities,LV,1.56,21,0.3960,0.7357,2.3879,N,N,08/2018,Incumbent
11-2011.00,4.A.3.a.2,Handling and Moving Objects,IM,2.08,20,0.2972,1.4531,2.6974,N,n/a,08/2018,Incumbent
11-2011.00,4.A.3.a.2,Handling and Moving Objects,LV,2.45,20,0.5645,1.2662,3.6291,N,N,08/2018,Incumbent
11-2011.00,4.A.3.a.3,Controlling Machines and Processes,IM,1.85,20,0.2931,1.2404,2.4673,N,n/a,08/2018,Incumbent
11-2011.00,4.A.3.a.3,Controlling Machines and Processes,LV,1.39,20,0.4677,0.4063,2.3640,N,N,08/2018,Incumbent
11-2011.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",IM,1.82,20,0.2681,1.2574,2.3796,N,n/a,08/2018,Incumbent
11-2011.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",LV,1.06,20,0.2993,0.4329,1.6859,N,N,08/2018,Incumbent
11-2011.00,4.A.3.b.1,Working with Computers,IM,4.61,19,0.1668,4.2632,4.9641,N,n/a,08/2018,Incumbent
11-2011.00,4.A.3.b.1,Working with Computers,LV,3.94,19,0.3331,3.2370,4.6368,N,N,08/2018,Incumbent
11-2011.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",IM,1.28,21,0.1301,1.0112,1.5538,N,n/a,08/2018,Incumbent
11-2011.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",LV,0.54,21,0.2408,0.0403,1.0448,N,Y,08/2018,Incumbent
11-2011.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,IM,1.21,21,0.0961,1.0065,1.4073,N,n/a,08/2018,Incumbent
11-2011.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,LV,0.66,21,0.3116,0.0067,1.3066,N,Y,08/2018,Incumbent
11-2011.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,IM,1.34,21,0.1763,1.0000,1.7040,N,n/a,08/2018,Incumbent
11-2011.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,LV,0.48,21,0.2292,0.0000,0.9536,N,Y,08/2018,Incumbent
11-2011.00,4.A.3.b.6,Documenting/Recording Information,IM,3.31,21,0.2700,2.7480,3.8743,N,n/a,08/2018,Incumbent
11-2011.00,4.A.3.b.6,Documenting/Recording Information,LV,3.05,20,0.3264,2.3639,3.7302,N,N,08/2018,Incumbent
11-2011.00,4.A.4.a.1,Interpreting the Meaning of Information for Others,IM,3.01,20,0.2716,2.4454,3.5823,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.a.1,Interpreting the Meaning of Information for Others,LV,2.90,20,0.3344,2.1969,3.5966,N,N,08/2018,Incumbent
11-2011.00,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",IM,4.25,20,0.1451,3.9489,4.5561,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",LV,5.15,20,0.2716,4.5841,5.7212,N,N,08/2018,Incumbent
11-2011.00,4.A.4.a.3,Communicating with People Outside the Organization,IM,4.37,20,0.1790,3.9950,4.7444,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.a.3,Communicating with People Outside the Organization,LV,5.70,20,0.2868,5.1031,6.3038,N,N,08/2018,Incumbent
11-2011.00,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,IM,4.01,20,0.1539,3.6839,4.3280,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,LV,5.22,20,0.2131,4.7715,5.6637,N,N,08/2018,Incumbent
11-2011.00,4.A.4.a.5,Assisting and Caring for Others,IM,2.37,21,0.2715,1.8053,2.9381,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.a.5,Assisting and Caring for Others,LV,2.00,20,0.3746,1.2138,2.7820,N,N,08/2018,Incumbent
11-2011.00,4.A.4.a.6,Selling or Influencing Others,IM,3.64,21,0.3314,2.9523,4.3349,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.a.6,Selling or Influencing Others,LV,4.51,20,0.5964,3.2611,5.7575,N,N,08/2018,Incumbent
11-2011.00,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,IM,2.82,21,0.2284,2.3439,3.2967,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,LV,3.47,20,0.3806,2.6762,4.2694,N,N,08/2018,Incumbent
11-2011.00,4.A.4.a.8,Performing for or Working Directly with the Public,IM,3.18,20,0.3186,2.5136,3.8473,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.a.8,Performing for or Working Directly with the Public,LV,3.81,19,0.4692,2.8229,4.7945,N,N,08/2018,Incumbent
11-2011.00,4.A.4.b.1,Coordinating the Work and Activities of Others,IM,3.07,21,0.2714,2.5063,3.6385,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.b.1,Coordinating the Work and Activities of Others,LV,3.87,20,0.4452,2.9338,4.7973,N,N,08/2018,Incumbent
11-2011.00,4.A.4.b.2,Developing and Building Teams,IM,2.96,21,0.2748,2.3850,3.5313,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.b.2,Developing and Building Teams,LV,3.11,20,0.4405,2.1872,4.0313,N,N,08/2018,Incumbent
11-2011.00,4.A.4.b.3,Training and Teaching Others,IM,2.74,21,0.2902,2.1366,3.3471,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.b.3,Training and Teaching Others,LV,2.83,21,0.4676,1.8569,3.8076,N,N,08/2018,Incumbent
11-2011.00,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",IM,2.98,21,0.3214,2.3113,3.6520,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",LV,3.26,21,0.4910,2.2389,4.2872,N,N,08/2018,Incumbent
11-2011.00,4.A.4.b.5,Coaching and Developing Others,IM,2.62,21,0.2457,2.1064,3.1313,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.b.5,Coaching and Developing Others,LV,3.28,20,0.4706,2.2907,4.2606,N,N,08/2018,Incumbent
11-2011.00,4.A.4.b.6,Providing Consultation and Advice to Others,IM,2.31,21,0.2773,1.7322,2.8890,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.b.6,Providing Consultation and Advice to Others,LV,2.52,20,0.5233,1.4273,3.6178,N,N,08/2018,Incumbent
11-2011.00,4.A.4.c.1,Performing Administrative Activities,IM,3.11,21,0.2750,2.5317,3.6791,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.c.1,Performing Administrative Activities,LV,3.65,20,0.4013,2.8131,4.4930,N,N,08/2018,Incumbent
11-2011.00,4.A.4.c.2,Staffing Organizational Units,IM,2.29,21,0.2714,1.7188,2.8512,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.c.2,Staffing Organizational Units,LV,2.31,20,0.4899,1.2864,3.3370,N,N,08/2018,Incumbent
11-2011.00,4.A.4.c.3,Monitoring and Controlling Resources,IM,2.52,21,0.2485,2.0008,3.0374,N,n/a,08/2018,Incumbent
11-2011.00,4.A.4.c.3,Monitoring and Controlling Resources,LV,3.08,20,0.4706,2.0933,4.0634,N,N,08/2018,Incumbent
11-2021.00,4.A.1.a.1,Getting Information,IM,4.33,40,0.1297,4.0688,4.5936,N,n/a,07/2015,Incumbent
11-2021.00,4.A.1.a.1,Getting Information,LV,4.98,40,0.1432,4.6893,5.2686,N,N,07/2015,Incumbent
11-2021.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",IM,3.27,40,0.2183,2.8280,3.7112,N,n/a,07/2015,Incumbent
11-2021.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",LV,3.62,40,0.1900,3.2390,4.0078,N,N,07/2015,Incumbent
11-2021.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",IM,4.24,40,0.1784,3.8759,4.5974,N,n/a,07/2015,Incumbent
11-2021.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",LV,4.56,40,0.1420,4.2778,4.8522,N,N,07/2015,Incumbent
11-2021.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",IM,1.45,40,0.1333,1.1831,1.7226,N,n/a,07/2015,Incumbent
11-2021.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",LV,0.72,40,0.2138,0.2904,1.1553,N,N,07/2015,Incumbent
11-2021.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",IM,3.59,40,0.3254,2.9353,4.2518,N,n/a,07/2015,Incumbent
11-2021.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",LV,3.04,39,0.3914,2.2450,3.8298,N,N,07/2015,Incumbent
11-2021.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",IM,3.37,40,0.2850,2.7916,3.9443,N,n/a,07/2015,Incumbent
11-2021.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",LV,3.53,40,0.4509,2.6154,4.4396,N,N,07/2015,Incumbent
11-2021.00,4.A.2.a.2,Processing Information,IM,3.36,40,0.2840,2.7883,3.9371,N,n/a,07/2015,Incumbent
11-2021.00,4.A.2.a.2,Processing Information,LV,3.92,40,0.4667,2.9711,4.8591,N,N,07/2015,Incumbent
11-2021.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,IM,2.61,39,0.2605,2.0824,3.1371,N,n/a,07/2015,Incumbent
11-2021.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,LV,2.57,39,0.4138,1.7306,3.4058,N,N,07/2015,Incumbent
11-2021.00,4.A.2.a.4,Analyzing Data or Information,IM,3.75,40,0.1354,3.4726,4.0204,N,n/a,07/2015,Incumbent
11-2021.00,4.A.2.a.4,Analyzing Data or Information,LV,4.04,40,0.1952,3.6479,4.4375,N,N,07/2015,Incumbent
11-2021.00,4.A.2.b.1,Making Decisions and Solving Problems,IM,4.34,40,0.2373,3.8627,4.8228,N,n/a,07/2015,Incumbent
11-2021.00,4.A.2.b.1,Making Decisions and Solving Problems,LV,4.67,40,0.2765,4.1138,5.2324,N,N,07/2015,Incumbent
11-2021.00,4.A.2.b.2,Thinking Creatively,IM,4.28,40,0.1717,3.9339,4.6286,N,n/a,07/2015,Incumbent
11-2021.00,4.A.2.b.2,Thinking Creatively,LV,4.71,40,0.1751,4.3544,5.0628,N,N,07/2015,Incumbent
11-2021.00,4.A.2.b.3,Updating and Using Relevant Knowledge,IM,3.83,40,0.1886,3.4480,4.2110,N,n/a,07/2015,Incumbent
11-2021.00,4.A.2.b.3,Updating and Using Relevant Knowledge,LV,4.52,40,0.4014,3.7066,5.3305,N,N,07/2015,Incumbent
11-2021.00,4.A.2.b.4,Developing Objectives and Strategies,IM,4.07,40,0.2529,3.5584,4.5815,N,n/a,07/2015,Incumbent
11-2021.00,4.A.2.b.4,Developing Objectives and Strategies,LV,4.17,40,0.2691,3.6286,4.7173,N,N,07/2015,Incumbent
11-2021.00,4.A.2.b.5,Scheduling Work and Activities,IM,3.40,39,0.4005,2.5843,4.2058,N,n/a,07/2015,Incumbent
11-2021.00,4.A.2.b.5,Scheduling Work and Activities,LV,3.96,40,0.5926,2.7651,5.1623,N,N,07/2015,Incumbent
11-2021.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",IM,4.35,40,0.1062,4.1303,4.5600,N,n/a,07/2015,Incumbent
11-2021.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",LV,5.86,40,0.0899,5.6771,6.0406,N,N,07/2015,Incumbent
11-2021.00,4.A.3.a.1,Performing General Physical Activities,IM,1.71,40,0.2826,1.1339,2.2772,N,n/a,07/2015,Incumbent
11-2021.00,4.A.3.a.1,Performing General Physical Activities,LV,1.06,40,0.3848,0.2847,1.8413,N,N,07/2015,Incumbent
11-2021.00,4.A.3.a.2,Handling and Moving Objects,IM,1.37,40,0.1411,1.0803,1.6509,N,n/a,07/2015,Incumbent
11-2021.00,4.A.3.a.2,Handling and Moving Objects,LV,0.81,40,0.2985,0.2068,1.4145,N,Y,07/2015,Incumbent
11-2021.00,4.A.3.a.3,Controlling Machines and Processes,IM,1.20,40,0.0688,1.0578,1.3363,N,n/a,07/2015,Incumbent
11-2021.00,4.A.3.a.3,Controlling Machines and Processes,LV,0.37,40,0.1315,0.0995,0.6316,N,Y,07/2015,Incumbent
11-2021.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",IM,1.78,40,0.3477,1.0766,2.4831,N,n/a,07/2015,Incumbent
11-2021.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",LV,0.94,40,0.2701,0.3960,1.4887,N,N,07/2015,Incumbent
11-2021.00,4.A.3.b.1,Working with Computers,IM,4.40,39,0.1374,4.1209,4.6772,N,n/a,07/2015,Incumbent
11-2021.00,4.A.3.b.1,Working with Computers,LV,3.12,40,0.2506,2.6142,3.6281,N,N,07/2015,Incumbent
11-2021.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",IM,1.29,39,0.1086,1.0706,1.5102,N,n/a,07/2015,Incumbent
11-2021.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",LV,0.63,39,0.2980,0.0309,1.2375,N,Y,07/2015,Incumbent
11-2021.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,IM,1.14,39,0.0943,1.0000,1.3334,N,n/a,07/2015,Incumbent
11-2021.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,LV,0.28,39,0.1886,0.0000,0.6668,Y,Y,07/2015,Incumbent
11-2021.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,IM,1.15,39,0.0716,1.0081,1.2978,N,n/a,07/2015,Incumbent
11-2021.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,LV,0.31,39,0.1584,0.0000,0.6319,Y,Y,07/2015,Incumbent
11-2021.00,4.A.3.b.6,Documenting/Recording Information,IM,3.00,39,0.2981,2.3997,3.6068,N,n/a,07/2015,Incumbent
